Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_100030.obj (took 0.03s | total elapsed: 0.17s)
[6433/9995] [6387 success|46 fail] [SUCCESS] model_58055.obj (took 343.47s | total elapsed: 8862.75s)
[6434/9995] [6388 success|46 fail] [SUCCESS] model_57800.obj (took 475.08s | total elapsed: 8865.47s)
[6435/9995] [6389 success|46 fail] [SUCCESS] model_591223.obj (took 70.65s | total elapsed: 8865.81s)
[6436/9995] [6390 success|46 fail] [SUCCESS] model_591219.obj (took 100.40s | total elapsed: 8868.99s)
[6437/9995] [6391 success|46 fail] [SUCCESS] model_58124.obj (took 337.45s | total elapsed: 8877.22s)
[6438/9995] [6392 success|46 fail] [SUCCESS] model_56266.obj (took 863.94s | total elapsed: 8877.53s)
[6439/9995] [6393 success|46 fail] [SUCCESS] model_58390.obj (took 320.19s | total elapsed: 8881.13s)
[6440/9995] [6394 success|46 fail] [SUCCESS] model_591238.obj (took 49.43s | total elapsed: 8882.99s)
[6441/9995] [6395 success|46 fail] [SUCCESS] model_58111.obj (took 349.93s | total elapsed: 8884.06s)
[6442/9995] [6396 success|46 fail] [SUCCESS] model_591217.obj (took 118.42s | total elapsed: 8884.09s)
[6443/9995] [6397 success|46 fail] [SUCCESS] model_591241.obj (took 43.26s | total elapsed: 8885.01s)
[6444/9995] [6398 success|46 fail] [SUCCESS] model_58564.obj (took 298.40s | total elapsed: 8886.42s)
[6445/9995] [6399 success|46 fail] [SUCCESS] model_51703.obj (took 2220.90s | total elapsed: 8890.37s)
[6446/9995] [6400 success|46 fail] [SUCCESS] model_57811.obj (took 494.30s | total elapsed: 8891.83s)
[6447/9995] [6401 success|46 fail] [SUCCESS] model_58735.obj (took 282.46s | total elapsed: 8893.03s)
[6448/9995] [6402 success|46 fail] [SUCCESS] model_591224.obj (took 93.09s | total elapsed: 8894.53s)
[6449/9995] [6403 success|46 fail] [SUCCESS] model_51700.obj (took 2246.58s | total elapsed: 8908.65s)
[6450/9995] [6404 success|46 fail] [SUCCESS] model_591244.obj (took 62.50s | total elapsed: 8909.58s)
[6451/9995] [6405 success|46 fail] [SUCCESS] model_57421.obj (took 579.57s | total elapsed: 8909.89s)
[6452/9995] [6406 success|46 fail] [SUCCESS] model_557388.obj (took 984.40s | total elapsed: 8911.11s)
[6453/9995] [6407 success|46 fail] [SUCCESS] model_591225.obj (took 124.06s | total elapsed: 8930.57s)
[6454/9995] [6408 success|46 fail] [SUCCESS] model_58734.obj (took 326.48s | total elapsed: 8931.12s)
[6455/9995] [6409 success|46 fail] [SUCCESS] model_591235.obj (took 102.18s | total elapsed: 8931.59s)
[6456/9995] [6410 success|46 fail] [SUCCESS] model_591213.obj (took 178.73s | total elapsed: 8934.26s)
[6457/9995] [6411 success|46 fail] [SUCCESS] model_57354.obj (took 627.21s | total elapsed: 8934.71s)
[6458/9995] [6412 success|46 fail] [SUCCESS] model_57810.obj (took 551.34s | total elapsed: 8944.36s)
[6459/9995] [6413 success|46 fail] [SUCCESS] model_46602.obj (took 4690.85s | total elapsed: 8952.33s)
[6460/9995] [6414 success|46 fail] [SUCCESS] model_58054.obj (took 439.60s | total elapsed: 8953.73s)
[6461/9995] [6415 success|46 fail] [SUCCESS] model_51354.obj (took 2478.93s | total elapsed: 8954.40s)
[6462/9995] [6416 success|46 fail] [SUCCESS] model_58939.obj (took 298.06s | total elapsed: 8957.03s)
[6463/9995] [6417 success|46 fail] [SUCCESS] model_58933.obj (took 316.29s | total elapsed: 8957.37s)
[6464/9995] [6418 success|46 fail] [SUCCESS] model_58961.obj (took 286.48s | total elapsed: 8958.73s)
[6465/9995] [6419 success|46 fail] [SUCCESS] model_591232.obj (took 136.67s | total elapsed: 8961.21s)
[6466/9995] [6420 success|46 fail] [SUCCESS] model_59080.obj (took 263.78s | total elapsed: 8963.60s)
[6467/9995] [6421 success|46 fail] [SUCCESS] model_593079.obj (took 56.76s | total elapsed: 8965.41s)
[6468/9995] [6422 success|46 fail] [SUCCESS] model_591234.obj (took 138.38s | total elapsed: 8967.63s)
[6469/9995] [6423 success|46 fail] [SUCCESS] model_58393.obj (took 405.41s | total elapsed: 8972.12s)
[6470/9995] [6424 success|46 fail] [SUCCESS] model_591236.obj (took 144.12s | total elapsed: 8973.65s)
[6471/9995] [6425 success|46 fail] [SUCCESS] model_593083.obj (took 65.45s | total elapsed: 8975.35s)
[6472/9995] [6426 success|46 fail] [SUCCESS] model_582284.obj (took 435.16s | total elapsed: 8979.80s)
[6473/9995] [6427 success|46 fail] [SUCCESS] model_591245.obj (took 131.49s | total elapsed: 8984.43s)
[6474/9995] [6428 success|46 fail] [SUCCESS] model_57500.obj (took 618.69s | total elapsed: 8985.07s)
[6475/9995] [6429 success|46 fail] [SUCCESS] model_591229.obj (took 164.57s | total elapsed: 8986.43s)
[6476/9995] [6430 success|46 fail] [SUCCESS] model_59492.obj (took 13.43s | total elapsed: 8987.07s)
[6477/9995] [6431 success|46 fail] [SUCCESS] model_59494.obj (took 18.35s | total elapsed: 8993.70s)
[6478/9995] [6432 success|46 fail] [SUCCESS] model_550809.obj (took 1297.35s | total elapsed: 8994.31s)
[6479/9995] [6433 success|46 fail] [SUCCESS] model_59559.obj (took 8.19s | total elapsed: 8995.27s)
[6480/9995] [6434 success|46 fail] [SUCCESS] model_591239.obj (took 162.01s | total elapsed: 8996.01s)
[6481/9995] [6435 success|46 fail] [SUCCESS] model_58035.obj (took 499.10s | total elapsed: 8997.30s)
[6482/9995] [6436 success|46 fail] [SUCCESS] model_593384.obj (took 50.48s | total elapsed: 9002.81s)
[6483/9995] [6437 success|46 fail] [SUCCESS] model_59497.obj (took 21.85s | total elapsed: 9006.29s)
[6484/9995] [6438 success|46 fail] [SUCCESS] model_59703.obj (took 12.19s | total elapsed: 9006.50s)
[6485/9995] [6439 success|46 fail] [SUCCESS] model_59081.obj (took 306.87s | total elapsed: 9008.31s)
[6486/9995] [6440 success|46 fail] [SUCCESS] model_593380.obj (took 80.03s | total elapsed: 9011.61s)
[6487/9995] [6441 success|46 fail] [SUCCESS] model_56534.obj (took 967.88s | total elapsed: 9018.40s)
[6488/9995] [6442 success|46 fail] [SUCCESS] model_591227.obj (took 205.90s | total elapsed: 9019.39s)
[6489/9995] [6443 success|46 fail] [SUCCESS] model_59079.obj (took 330.30s | total elapsed: 9019.66s)
[6490/9995] [6444 success|46 fail] [SUCCESS] model_59704.obj (took 28.01s | total elapsed: 9023.28s)
[6491/9995] [6445 success|46 fail] [SUCCESS] model_59546.obj (took 36.99s | total elapsed: 9023.42s)
[6492/9995] [6446 success|46 fail] [SUCCESS] model_593382.obj (took 90.13s | total elapsed: 9024.84s)
[6493/9995] [6447 success|46 fail] [SUCCESS] model_591240.obj (took 191.02s | total elapsed: 9027.17s)
[6494/9995] [6448 success|46 fail] [SUCCESS] model_591250.obj (took 165.53s | total elapsed: 9028.28s)
[6495/9995] [6449 success|46 fail] [SUCCESS] model_593383.obj (took 86.21s | total elapsed: 9030.58s)
[6496/9995] [6450 success|46 fail] [SUCCESS] model_593082.obj (took 121.62s | total elapsed: 9031.20s)
[6497/9995] [6451 success|46 fail] [SUCCESS] model_58112.obj (took 496.74s | total elapsed: 9032.70s)
[6498/9995] [6452 success|46 fail] [SUCCESS] model_58439.obj (took 456.73s | total elapsed: 9036.43s)
[6499/9995] [6453 success|46 fail] [SUCCESS] model_59705.obj (took 41.90s | total elapsed: 9037.90s)
[6500/9995] [6454 success|46 fail] [SUCCESS] model_551020.obj (took 1282.35s | total elapsed: 9038.26s)
[6501/9995] [6455 success|46 fail] [SUCCESS] model_59747.obj (took 20.13s | total elapsed: 9038.53s)
[6502/9995] [6456 success|46 fail] [SUCCESS] model_59709.obj (took 33.88s | total elapsed: 9040.38s)
[6503/9995] [6457 success|46 fail] [SUCCESS] model_59126.obj (took 177.75s | total elapsed: 9043.22s)
[6504/9995] [6458 success|46 fail] [SUCCESS] model_59758.obj (took 16.44s | total elapsed: 9047.63s)
[6505/9995] [6459 success|46 fail] [SUCCESS] model_59710.obj (took 39.89s | total elapsed: 9048.20s)
[6506/9995] [6460 success|46 fail] [SUCCESS] model_59708.obj (took 42.37s | total elapsed: 9048.65s)
[6507/9995] [6461 success|46 fail] [SUCCESS] model_59440.obj (took 83.03s | total elapsed: 9055.15s)
[6508/9995] [6462 success|46 fail] [SUCCESS] model_59767.obj (took 17.03s | total elapsed: 9055.29s)
[6509/9995] [6463 success|46 fail] [SUCCESS] model_593386.obj (took 101.03s | total elapsed: 9055.44s)
[6510/9995] [6464 success|46 fail] [SUCCESS] model_59760.obj (took 25.24s | total elapsed: 9057.94s)
[6511/9995] [6465 success|46 fail] [SUCCESS] model_593385.obj (took 104.73s | total elapsed: 9058.46s)
[6512/9995] [6466 success|46 fail] [SUCCESS] model_593388.obj (took 102.45s | total elapsed: 9059.83s)
[6513/9995] [6467 success|46 fail] [SUCCESS] model_59849.obj (took 13.86s | total elapsed: 9062.05s)
[6514/9995] [6468 success|46 fail] [SUCCESS] model_59942.obj (took 7.22s | total elapsed: 9062.51s)
[6515/9995] [6469 success|46 fail] [SUCCESS] model_59769.obj (took 27.73s | total elapsed: 9066.26s)
[6516/9995] [6470 success|46 fail] [SUCCESS] model_59764.obj (took 30.17s | total elapsed: 9066.60s)
[6517/9995] [6471 success|46 fail] [SUCCESS] model_59766.obj (took 31.88s | total elapsed: 9069.79s)
[6518/9995] [6472 success|46 fail] [SUCCESS] model_582285.obj (took 525.18s | total elapsed: 9071.64s)
[6519/9995] [6473 success|46 fail] [SUCCESS] model_59771.obj (took 28.81s | total elapsed: 9072.03s)
[6520/9995] [6474 success|46 fail] [SUCCESS] model_593084.obj (took 162.43s | total elapsed: 9073.53s)
[6521/9995] [6475 success|46 fail] [SUCCESS] model_59770.obj (took 33.75s | total elapsed: 9074.13s)
[6522/9995] [6476 success|46 fail] [SUCCESS] model_59707.obj (took 73.03s | total elapsed: 9075.84s)
[6523/9995] [6477 success|46 fail] [SUCCESS] model_59083.obj (took 364.61s | total elapsed: 9078.16s)
[6524/9995] [6478 success|46 fail] [SUCCESS] model_591228.obj (took 257.24s | total elapsed: 9078.32s)
[6525/9995] [6479 success|46 fail] [SUCCESS] model_56934.obj (took 904.98s | total elapsed: 9078.59s)
[6526/9995] [6480 success|46 fail] [SUCCESS] model_591246.obj (took 225.70s | total elapsed: 9081.17s)
[6527/9995] [6481 success|46 fail] [SUCCESS] model_591237.obj (took 248.90s | total elapsed: 9082.33s)
[6528/9995] [6482 success|46 fail] [SUCCESS] model_593387.obj (took 126.27s | total elapsed: 9083.30s)
[6529/9995] [6483 success|46 fail] [SUCCESS] model_595269.obj (took 105.31s | total elapsed: 9090.37s)
[6530/9995] [6484 success|46 fail] [SUCCESS] model_593381.obj (took 160.99s | total elapsed: 9095.25s)
[6531/9995] [6485 success|46 fail] [SUCCESS] model_58261.obj (took 543.14s | total elapsed: 9095.52s)
[6532/9995] [6486 success|46 fail] [SUCCESS] model_591249.obj (took 235.36s | total elapsed: 9096.25s)
[6533/9995] [6487 success|46 fail] [SUCCESS] model_59560.obj (took 106.15s | total elapsed: 9099.85s)
[6534/9995] [6488 success|46 fail] [SUCCESS] model_60246.obj (took 22.10s | total elapsed: 9100.42s)
[6535/9995] [6489 success|46 fail] [SUCCESS] model_60171.obj (took 27.65s | total elapsed: 9101.19s)
[6536/9995] [6490 success|46 fail] [SUCCESS] model_60100.obj (took 45.33s | total elapsed: 9103.78s)
[6537/9995] [6491 success|46 fail] [SUCCESS] model_59752.obj (took 80.67s | total elapsed: 9105.51s)
[6538/9995] [6492 success|46 fail] [SUCCESS] model_59756.obj (took 77.45s | total elapsed: 9105.73s)
[6539/9995] [6493 success|46 fail] [SUCCESS] model_59125.obj (took 245.02s | total elapsed: 9107.48s)
[6540/9995] [6494 success|46 fail] [SUCCESS] model_591233.obj (took 282.87s | total elapsed: 9110.21s)
[6541/9995] [6495 success|46 fail] [SUCCESS] model_59757.obj (took 84.90s | total elapsed: 9115.48s)
[6542/9995] [6496 success|46 fail] [SUCCESS] model_598330.obj (took 72.12s | total elapsed: 9119.75s)
[6543/9995] [6497 success|46 fail] [SUCCESS] model_57312.obj (took 835.00s | total elapsed: 9126.45s)
[6544/9995] [6498 success|46 fail] [SUCCESS] model_60273.obj (took 26.02s | total elapsed: 9131.53s)
[6545/9995] [6499 success|46 fail] [SUCCESS] model_59285.obj (took 241.89s | total elapsed: 9132.26s)
[6546/9995] [6500 success|46 fail] [SUCCESS] model_60266.obj (took 43.27s | total elapsed: 9138.79s)
[6547/9995] [6501 success|46 fail] [SUCCESS] model_59301.obj (took 246.25s | total elapsed: 9140.78s)
[6548/9995] [6502 success|46 fail] [SUCCESS] model_60265.obj (took 46.96s | total elapsed: 9142.21s)
[6549/9995] [6503 success|46 fail] [SUCCESS] model_60172.obj (took 69.58s | total elapsed: 9143.71s)
[6550/9995] [6504 success|46 fail] [SUCCESS] model_59128.obj (took 275.52s | total elapsed: 9144.50s)
[6551/9995] [6505 success|46 fail] [SUCCESS] model_60261.obj (took 63.44s | total elapsed: 9145.76s)
[6552/9995] [6506 success|46 fail] [SUCCESS] model_60268.obj (took 46.10s | total elapsed: 9145.95s)
[6553/9995] [6507 success|46 fail] [SUCCESS] model_60264.obj (took 57.74s | total elapsed: 9148.11s)
[6554/9995] [6508 success|46 fail] [SUCCESS] model_591242.obj (took 305.48s | total elapsed: 9149.36s)
[6555/9995] [6509 success|46 fail] [SUCCESS] model_58733.obj (took 549.87s | total elapsed: 9151.25s)
[6556/9995] [6510 success|46 fail] [SUCCESS] model_59706.obj (took 158.07s | total elapsed: 9155.37s)
[6557/9995] [6511 success|46 fail] [SUCCESS] model_60276.obj (took 46.63s | total elapsed: 9156.84s)
[6558/9995] [6512 success|46 fail] [SUCCESS] model_58306.obj (took 601.51s | total elapsed: 9159.19s)
[6559/9995] [6513 success|46 fail] [SUCCESS] model_59750.obj (took 137.15s | total elapsed: 9160.43s)
[6560/9995] [6514 success|46 fail] [SUCCESS] model_59753.obj (took 142.05s | total elapsed: 9169.23s)
[6561/9995] [6514 success|47 fail] [FAILED] model_562343.obj (Return code: -9) (took 1177.43s | total elapsed: 9170.72s)
	Error output: 
[6562/9995] [6515 success|47 fail] [SUCCESS] model_58010.obj (took 685.30s | total elapsed: 9175.03s)
[6563/9995] [6516 success|47 fail] [SUCCESS] model_59127.obj (took 315.72s | total elapsed: 9181.53s)
[6564/9995] [6517 success|47 fail] [SUCCESS] model_60277.obj (took 70.70s | total elapsed: 9186.18s)
[6565/9995] [6518 success|47 fail] [SUCCESS] model_60260.obj (took 108.19s | total elapsed: 9189.36s)
[6566/9995] [6519 success|47 fail] [SUCCESS] model_60262.obj (took 113.61s | total elapsed: 9196.91s)
[6567/9995] [6520 success|47 fail] [SUCCESS] model_58886.obj (took 573.08s | total elapsed: 9206.96s)
[6568/9995] [6521 success|47 fail] [SUCCESS] model_60278.obj (took 93.77s | total elapsed: 9213.52s)
[6569/9995] [6522 success|47 fail] [SUCCESS] model_59375.obj (took 251.18s | total elapsed: 9214.78s)
[6570/9995] [6523 success|47 fail] [SUCCESS] model_60565.obj (took 58.49s | total elapsed: 9217.68s)
[6571/9995] [6524 success|47 fail] [SUCCESS] model_60269.obj (took 121.61s | total elapsed: 9222.03s)
[6572/9995] [6525 success|47 fail] [SUCCESS] model_60170.obj (took 153.45s | total elapsed: 9225.48s)
[6573/9995] [6526 success|47 fail] [SUCCESS] model_58113.obj (took 687.51s | total elapsed: 9225.80s)
[6574/9995] [6527 success|47 fail] [SUCCESS] model_59376.obj (took 272.47s | total elapsed: 9237.88s)
[6575/9995] [6528 success|47 fail] [SUCCESS] model_60275.obj (took 131.01s | total elapsed: 9238.49s)
[6576/9995] [6529 success|47 fail] [SUCCESS] model_601647.obj (took 177.86s | total elapsed: 9249.49s)
[6577/9995] [6530 success|47 fail] [SUCCESS] model_60814.obj (took 40.88s | total elapsed: 9255.66s)
[6578/9995] [6531 success|47 fail] [SUCCESS] model_58266.obj (took 701.11s | total elapsed: 9256.80s)
[6579/9995] [6532 success|47 fail] [SUCCESS] model_57422.obj (took 918.81s | total elapsed: 9258.80s)
[6580/9995] [6533 success|47 fail] [SUCCESS] model_56621.obj (took 1170.45s | total elapsed: 9260.99s)
[6581/9995] [6534 success|47 fail] [SUCCESS] model_591222.obj (took 475.32s | total elapsed: 9263.44s)
[6582/9995] [6535 success|47 fail] [SUCCESS] model_60816.obj (took 48.56s | total elapsed: 9266.24s)
[6583/9995] [6536 success|47 fail] [SUCCESS] model_60253.obj (took 187.72s | total elapsed: 9266.30s)
[6584/9995] [6537 success|47 fail] [SUCCESS] model_60223.obj (took 192.87s | total elapsed: 9271.03s)
[6585/9995] [6538 success|47 fail] [SUCCESS] model_502009.obj (took 3213.95s | total elapsed: 9274.52s)
[6586/9995] [6539 success|47 fail] [SUCCESS] model_56933.obj (took 1103.13s | total elapsed: 9275.15s)
[6587/9995] [6540 success|47 fail] [SUCCESS] model_58168.obj (took 734.80s | total elapsed: 9276.29s)
[6588/9995] [6541 success|47 fail] [SUCCESS] model_60328.obj (took 152.72s | total elapsed: 9284.24s)
[6589/9995] [6542 success|47 fail] [SUCCESS] model_60274.obj (took 181.06s | total elapsed: 9286.79s)
[6590/9995] [6543 success|47 fail] [SUCCESS] model_60222.obj (took 223.49s | total elapsed: 9299.33s)
[6591/9995] [6544 success|47 fail] [SUCCESS] model_60861.obj (took 50.20s | total elapsed: 9299.69s)
[6592/9995] [6545 success|47 fail] [SUCCESS] model_60862.obj (took 46.65s | total elapsed: 9302.30s)
[6593/9995] [6546 success|47 fail] [SUCCESS] model_60584.obj (took 132.30s | total elapsed: 9303.03s)
[6594/9995] [6547 success|47 fail] [SUCCESS] model_60863.obj (took 54.05s | total elapsed: 9310.86s)
[6595/9995] [6548 success|47 fail] [SUCCESS] model_59082.obj (took 601.54s | total elapsed: 9311.28s)
[6596/9995] [6549 success|47 fail] [SUCCESS] model_60514.obj (took 169.01s | total elapsed: 9314.96s)
[6597/9995] [6550 success|47 fail] [SUCCESS] model_60270.obj (took 213.92s | total elapsed: 9315.10s)
[6598/9995] [6551 success|47 fail] [SUCCESS] model_61083.obj (took 28.71s | total elapsed: 9315.50s)
[6599/9995] [6552 success|47 fail] [SUCCESS] model_59749.obj (took 297.26s | total elapsed: 9316.92s)
[6600/9995] [6553 success|47 fail] [SUCCESS] model_601645.obj (took 250.34s | total elapsed: 9316.95s)
[6601/9995] [6554 success|47 fail] [SUCCESS] model_60848.obj (took 97.62s | total elapsed: 9336.11s)
[6602/9995] [6555 success|47 fail] [SUCCESS] model_60101.obj (took 278.46s | total elapsed: 9338.29s)
[6603/9995] [6556 success|47 fail] [SUCCESS] model_61085.obj (took 41.17s | total elapsed: 9340.86s)
[6604/9995] [6557 success|47 fail] [SUCCESS] model_60515.obj (took 198.51s | total elapsed: 9346.62s)
[6605/9995] [6558 success|47 fail] [SUCCESS] model_59158.obj (took 469.45s | total elapsed: 9346.67s)
[6606/9995] [6559 success|47 fail] [SUCCESS] model_61082.obj (took 63.10s | total elapsed: 9347.35s)
[6607/9995] [6560 success|47 fail] [SUCCESS] model_60941.obj (took 77.97s | total elapsed: 9349.00s)
[6608/9995] [6561 success|47 fail] [SUCCESS] model_58982.obj (took 673.73s | total elapsed: 9349.82s)
[6609/9995] [6562 success|47 fail] [SUCCESS] model_60094.obj (took 294.78s | total elapsed: 9350.21s)
[6610/9995] [6563 success|47 fail] [SUCCESS] model_60099.obj (took 293.33s | total elapsed: 9351.27s)
[6611/9995] [6564 success|47 fail] [SUCCESS] model_601644.obj (took 287.07s | total elapsed: 9353.33s)
[6612/9995] [6565 success|47 fail] [SUCCESS] model_591248.obj (took 496.93s | total elapsed: 9356.15s)
[6613/9995] [6566 success|47 fail] [SUCCESS] model_591247.obj (took 500.11s | total elapsed: 9358.62s)
[6614/9995] [6567 success|47 fail] [SUCCESS] model_61136.obj (took 60.38s | total elapsed: 9363.41s)
[6615/9995] [6568 success|47 fail] [SUCCESS] model_551075.obj (took 1602.12s | total elapsed: 9365.56s)
[6616/9995] [6569 success|47 fail] [SUCCESS] model_60880.obj (took 110.22s | total elapsed: 9371.21s)
[6617/9995] [6570 success|47 fail] [SUCCESS] model_57812.obj (took 968.04s | total elapsed: 9375.52s)
[6618/9995] [6571 success|47 fail] [SUCCESS] model_60516.obj (took 228.74s | total elapsed: 9378.10s)
[6619/9995] [6572 success|47 fail] [SUCCESS] model_551019.obj (took 1628.58s | total elapsed: 9378.84s)
[6620/9995] [6573 success|47 fail] [SUCCESS] model_60716.obj (took 184.52s | total elapsed: 9381.43s)
[6621/9995] [6574 success|47 fail] [SUCCESS] model_60267.obj (took 288.21s | total elapsed: 9384.46s)
